plz1;plz2;Distanz_convert_in_km
17207;54568;541.441
31628;59227;122.223
56470;66346;168.828
41836;97848;259.526
04600;46514;398
06120;89182;360.324
24805;88048;726.935
13437;93309;422.319
54531;55758;49.9277
72531;76275;95.5267
31185;39517;112.438
38685;94157;415.722
78549;96160;228.608
39345;66450;437.979
64673;92274;237.07
18209;89294;671.146
35066;86703;292.112
45131;65779;174.364
21272;84094;514.478
24250;95030;445.393
04328;33602;280.633
42855;56745;89.2918
31699;87754;484.137
18147;72290;686.672
31700;74348;363.132
56579;63867;128.04
25497;92655;466.734
17126;56743;572.346
57614;89555;277.333
07427;91327;98.831
67811;85276;295.222
22089;49838;202.666
67134;97772;150.166
74348;94110;341.758
22175;65344;419.936
49762;67827;359.855
37293;84375;371.543
86562;97852;185.388
37696;71157;357.507
18249;77652;652.516
30655;83365;537.679
04849;71640;384.411
87660;94143;251.441
33619;73340;397.716
67281;71287;93.9669
31141;44263;185.611
82211;92275;177.445
06780;67161;365.638
55596;79244;218.105
67059;75181;71.8933
04229;67373;358.621
02953;48455;525.908
23552;25489;76.2781
29342;97840;303.402
91286;98693;114.515
56653;74599;243.722
26434;92559;566.457
24937;45701;385.507
01768;56856;474.48
06636;91220;184.353
74731;96264;146.787
17039;23974;121.975
17214;68169;523.115
19055;24103;113.22
55578;97786;136.391
49219;73540;392.265
17373;71282;644.681
09212;84088;240.736
21649;69120;446.225
56379;84076;349.036
07919;84144;232.903
37449;93488;288.489
21228;84574;605.208
94496;98639;308.174
51375;91793;351.069
10715;32689;300.548
31135;33617;102.193
71139;86971;175.381
06536;95505;183.912
04932;40219;473.902
08451;37345;155.011
36414;50354;219.928
30657;91587;332.836
08539;97526;135.052
67680;82319;304.314
37170;79415;461.917
54483;84095;380.626
12685;87541;607.968
22769;78595;620.256
39240;56244;318.804
53117;97840;202.192
31162;94431;417.759
35260;65474;104.993
37696;86741;332.67
26349;88486;595.009
24537;40699;379.202
06485;88525;426.19
27299;93342;498.773
15758;89605;523.723
52372;65201;140.611
15864;72285;565.345
54329;97903;195.08
24147;83080;750.966
63768;96179;118.949
01728;35104;346.134
21401;86862;572.057
28325;53507;311.821
35641;92266;278.476
91154;91604;47.2851
08648;89584;288.939
18374;93346;611.022
72359;91572;166.596
06463;84544;399.874
09430;35085;294.389
86573;98739;235.938
55118;92421;286.367
65582;83671;388.826
36456;49688;277.037
07745;44139;293.646
56330;82497;398.367
91236;95514;48.4002
18069;94258;576.094
24598;25826;98.6817
30974;96479;241.773
53894;74597;301.501
21640;26817;141.557
25576;71672;548.271
32689;61200;191.385
54662;98693;312.865
09648;74564;294.256
54568;67599;129.284
06686;86750;275.912
04769;19209;295.27
52445;68794;242.577
04209;21647;291.215
83624;86754;135.192
38899;70190;341.801
13357;86748;452.739
89312;90537;122.601
10963;52511;527.886
21447;86850;563.561
17449;37647;385.798
12165;56659;475.15
22761;22769;2.16237
16837;22967;174.476
23795;87770;648.79
78467;99830;390
38159;91438;304.337
71287;92345;196.336
09236;15299;176.327
45239;85244;465.716
64653;91601;132.177
79235;97285;232.471
06120;12524;151.248
73035;92266;183.271
08523;24367;467.998
15738;65623;449.046
45711;66887;234.067
61191;86559;278.449
13156;92711;330.632
04420;96342;127.239
67697;86684;251.121
39116;93138;336.524
06800;83730;440.303
55777;91601;219.51
28879;30453;101.37
03149;82445;520.963
36211;76831;237.826
35239;91174;255.335
10787;72175;574.43
08645;93488;106.444
08468;25794;454.132
06502;72534;401.056
59379;79669;442.147
54518;96482;294.233
59514;97833;202.314
08548;23869;378.373
71566;90547;115.477
06231;30938;204.508
14554;91180;374.503
31609;38473;114.077
67819;91598;182.19
58642;86986;457.91
12487;85459;464.837
07389;17349;344.123
08318;64397;287.892
04567;78604;443.311
06493;25377;259.185
38315;66809;395.049
16278;85111;508.667
01259;04509;118.696
38640;97762;193.891
53177;77749;257.177
89359;89567;16.165
40724;56457;98.5968
23936;93167;536.196
07950;84333;247.696
35117;38165;206.958
01990;87734;457.085
03116;10711;113.964
75305;76137;22.5591
04874;55629;433.105
29482;71394;483.313
04575;84149;311.2
04451;87789;417.48
64689;68259;25.5763
35586;73104;219.599
71083;73117;55.8276
64404;91792;185.338
45881;73072;370.958
56427;99195;242.199
48161;74629;345.013
18337;36452;421.917
60323;96050;164.405
25474;61276;386.676
86153;91583;112.983
22869;59368;260.837
23827;85445;638.467
12529;82490;566.791
56767;87669;398.417
06842;71735;401.236
67269;93105;297.666
45141;97834;261.17
79263;83022;301.863
26388;57319;283.678
34329;91166;254.466
01129;79686;569.51
74211;97225;96.771
30559;99713;129.97
19294;92655;393.584
25852;57271;411.431
27259;92551;430.548
25585;40227;373.849
08459;09638;71.8469
47447;63543;214.919
07819;97794;171.457
33758;48703;118.636
14715;83546;493.496
29472;79215;593.12
67735;93176;300.63
34628;42855;146.037
38179;70180;408.983
64521;92361;222.355
78351;92507;294.518
53577;76768;190.134
01979;24327;371.359
67273;95512;248.767
23568;73565;561.641
83250;95158;269.04
56133;97332;190.096
24963;86655;660.378
14165;23552;235.549
60308;92348;218.081
17258;83209;613.338
79365;85604;305.552
38268;48527;223.507
21107;64405;424.73
09387;40215;426.554
64850;98559;151.156
79285;83122;330.939
49163;89423;457.397
66955;97268;171.04
26122;59558;162.139
30159;89429;418.45
38820;96275;193.093
02799;07958;183.339
16552;78098;618.692
13129;17258;80.8726
21033;91361;429.667
08523;40789;373.503
18107;81245;667.628
56333;78183;279.514
67271;92268;249.577
85591;88633;186.348
28195;95676;424.053
27619;82275;622.98
39179;61267;302.915
74842;75399;71.4847
72250;91740;169.635
33719;34639;136.912
73345;88326;66.9839
66987;79859;166.881
37441;85748;379.644
31079;82444;498.679
63768;64584;60.2074
76133;96529;249.726
01855;06126;177.496
28355;97522;364.508
65830;96160;147.957
25859;85774;742.027
29221;74889;385.309
34359;59394;143.902
06268;28325;263.846
04157;38442;163.461
15232;50169;562.929
91598;97857;79.2912
21077;95236;385.342
17398;94379;536.01
21109;35236;311.149
25482;67126;482.365
58840;97340;238.376
73061;75385;62.3938
36103;39116;233.239
13159;31855;289.982
22309;53572;385.592
31855;87781;457.74
23570;24944;129.948
24899;38678;297.94
21646;83132;629.341
64291;93152;257.121
27374;97654;292.651
26871;95185;439.093
49434;97842;312.701
83607;86926;50.9756
02692;91238;284.042
38385;83620;472.488
76848;95460;290.231
77974;97072;219.573
33333;38327;158.861
29379;76332;458.346
54346;89446;287.915
02956;60589;455.566
91058;93348;110.469
42651;93464;435.38
25788;79736;749.903
84558;86865;153.348
35708;53177;77.1186
58791;79252;362.701
38667;55608;321.93
53177;85655;454.709
37120;49774;204.862
46045;86707;429.282
61137;91468;143.9
52499;94139;599.041
12159;92720;320.268
38518;63526;282.195
09544;23966;380.659
74177;94368;239.184
56826;99510;333.997
72070;94568;328.974
06528;24884;350.249
89278;97794;190.127
07952;63839;216.197
09477;88085;416.847
89171;89440;54.7294
10178;50931;481.33
25788;49688;190.774
71723;76863;78.7264
21274;72585;519.569
27616;84030;587.937
04849;86491;412.881
09623;21640;407.334
40878;78120;374.743
16835;89294;567.294
34431;79713;436.481
38268;87534;520.523
69115;85084;222.004
25421;44652;295.259
67069;72658;123.312
34277;95119;185.525
17495;82340;691.174
02708;76703;476.367
13351;81829;505.353
39397;83059;460.213
49681;59505;152.239
64653;95195;250.354
24891;49699;235.942
37632;54347;301.282
13439;83129;522.869
04886;75389;455.132
15569;73499;453.478
23684;86842;664.23
44309;69437;260.213
24223;45134;384.487
33034;38895;122.892
39446;65599;289.882
63869;88436;230.6
61137;93176;246.45
57614;79104;293.609
18276;72793;626.978
67305;82294;271.069
09112;58509;373.623
22929;83374;650.726
84326;93080;72.3834
16928;45879;391.393
45879;87752;449.404
49779;96450;387.592
06571;10439;197.607
34519;91522;261.55
12349;24890;352.423
67489;91732;187.345
73252;89561;68.3385
66133;89358;260.65
24105;68159;551.739
45772;98528;278.376
84544;85104;84.7316
83395;84359;49.219
21712;88281;656.394
51375;91634;327.67
38116;67724;355.141
44651;72127;363.221
34128;94547;395.508
02959;66894;555.698
25370;70439;543.526
08318;29472;305.935
04416;90431;224.907
22761;67577;437.56
41849;95119;400.586
29585;82481;630.167
12165;56179;455.87
28207;47799;247.692
73565;94330;209.753
88142;94258;314.53
85119;92277;67.8504
34292;76351;258.642
19209;79699;702.183
65936;83376;373.512
06313;33039;166.719
28279;73235;495.543
73349;79369;151.107
67316;71679;103.721
44801;85402;460.9
15299;76694;532.64
86706;93413;112.465
17326;49751;447.244
13088;88356;590.521
15741;57642;440.044
31618;96126;290.971
71711;88097;149.934
24992;71522;631.57
09468;80997;288.681
48712;95499;383.478
22175;31039;175.728
04687;91242;221.519
15755;74399;469.3
06130;04928;114.224
65623;97531;171.407
58089;72178;331.973
24625;83313;726.652
59399;67459;269.378
79848;97990;219.419
06922;69256;392.323
66509;76131;71.307
36039;84437;326.314
02681;37434;298.351
35452;70374;203.057
67586;84359;384.815
23569;29693;152.926
21524;86519;579.32
27412;96465;353.906
15936;78354;551.509
37633;72510;428.819
01773;53947;499.398
99735;99843;66.537
53940;82405;441.211
32547;51065;186.837
40670;75228;299.917
31655;72291;441.977
80997;83555;60.7501
49479;63069;256.38
04469;90459;233.313
76470;92269;282.564
72419;74939;120.281
22961;82343;638.306
08304;31718;312.769
46485;49124;114.573
21524;91626;488.157
72359;78256;48.3941
54459;67591;115.866
65207;73734;170.403
28329;72336;535.657
47805;82435;515.227
23813;83417;697.399
39261;73499;352.137
23617;83129;676.465
06543;24402;357.87
37620;41066;230.781
67575;88074;243.427
33729;75391;375.115
29451;46244;329.962
39164;49635;242.548
23883;88263;651.951
23715;82272;661.387
92533;97794;191.951
46242;75203;309.785
24996;87650;755.01
31867;45699;170.071
71063;93491;265.573
12555;21526;242.798
04575;33014;240.044
26441;55237;419.936
81476;91567;146.93
36284;94481;331.945
57587;63739;138.473
07989;56637;344.759
03159;65934;459.926
38226;84533;471.842
79367;99625;423.261
23820;77830;608.918
38102;97786;215.182
35799;74933;142.571
15328;67482;575.691
21641;29465;104.606
95652;95666;8.50674
42549;94526;502.961
38465;78607;534.816
26474;89564;589.94
08118;18059;375.747
42117;92555;411.631
27570;40878;276.448
33647;63871;220.476
38829;77830;410.331
55596;73569;186.654
25980;85669;782.808
21031;27313;96.5336
73033;86368;91.4399
49497;49584;21.1412
06464;67550;316.862
09380;91367;162.417
37308;68535;237.367
31515;49429;85.367
02953;37085;325.341
76756;85622;279.199
93051;94553;57.4638
17109;93326;572.244
24245;25797;75.2252
69198;79599;216.289
35114;63743;122.193
27383;40625;280.488
26384;66885;445.911
65933;82490;339.553
13627;18292;141.244
24226;54332;578.155
70569;93464;266.931
49565;94556;550.376
63743;87435;262.064
40670;78647;384.566
01189;52399;502.203
17149;91586;573.498
50859;91358;338.843
67819;94363;357.987
04639;93309;222.039
66133;79780;192.694
87781;92444;224.271
73342;88518;61.1267
78559;85088;221.484
45145;93099;479.431
81243;87752;89.7015
87439;92559;249.675
21643;74336;483.525
75248;86825;173.512
01762;97285;298.452
09247;95491;149.764
29597;83454;602.578
56865;83735;434.389
17214;87782;635.712
63150;94136;379.465
84375;89558;229.578
38459;56276;312.773
30175;97851;275.472
93049;96176;158.02
42655;79865;387.605
07336;85410;245.087
23715;88471;654.682
09623;13086;199.171
07552;56253;347.188
10789;18337;193.84
67454;99768;308.756
38100;51491;267.085
45768;73240;371.634
04229;32105;262.821
32832;36151;148.233
02899;92334;326.41
38479;83229;538.52
79299;88448;140.256
10585;95493;293.661
69121;83358;322.271
73107;97450;149.51
17491;34302;415.37
18279;76689;578.892
27721;89340;537.832
82433;96358;305.358
84432;89555;157.61
27726;67821;400.198
47829;86444;449.04
08066;37127;212.28
17153;79588;767.36
91580;97775;120.301
72294;94239;330.801
04329;55450;361.731
66265;97478;266.298
78579;94116;343.559
23919;29559;90.4448
44627;52385;110.066
17424;52066;651.5
27804;97537;379.863
42105;86872;424.924
09114;82031;329.973
39112;91438;300.591
67280;68526;37.5246
25371;58509;305.436
66679;78655;192.49
72221;73770;52.7998
27798;92549;497.683
01847;15732;156.638
29471;95179;296.972
38179;59302;166.807
44534;88079;472.841
51149;97340;261.4
27374;68809;418.122
65623;95700;281.982
12047;84137;457.429
29565;85662;563.096
67691;97232;148.979
74747;91358;121.279
65239;85293;285.685
64711;68804;52.5413
56828;63607;159.024
31035;76771;341.948
84359;86489;199.348
06128;32351;263.647
13051;83209;533.004
12109;42281;446.199
86845;97256;173.087
25774;67374;557.965
10557;52076;537.476
08233;85307;236.455
22085;25860;122.448
14053;98587;272.435
23738;24217;39.033
47059;84082;495.909
14712;82288;507.355
14669;33647;300.223
25365;56736;419.195
20249;21726;48.0567
01731;41372;532.647
56843;63868;139.667
09405;78120;463.406
89364;92507;173.547
24872;75389;645.074
09627;96158;218.67
26603;93343;587.915
07349;96114;80.3103
35649;74744;155.09
38474;94374;429.934
64409;71299;120.055
24899;63667;442.993
67735;82433;321.94
25588;98634;377.818
35683;55116;82.7736
39606;97253;371.399
24223;71101;630.699
68809;86674;195.032
59505;84494;474.947
56584;79241;272.933
04654;52441;439.758
47918;85122;440.949
01139;66346;523.398
08541;59069;330.517
47798;91472;344.706
06686;67549;322.239
06578;86643;281.274
08485;82407;314.265
58708;60329;160.67
22969;33181;252.465
22765;88260;651.52
54664;66636;53.1392
22869;39279;225.438
10437;61276;426.883
26349;91091;452.975
18528;85135;624.117
86926;93351;115.079
24610;30827;182.537
12559;29596;215.76
42349;98553;265.023
35329;97268;127.111
48231;95478;363.732
75392;77656;69.4002
01609;85296;337.19
21702;37547;175.99
78351;89434;148.925
63073;66500;144.536
89542;92339;107.776
14728;50937;427.955
54675;95359;360.986
17493;92360;564.504
66978;79286;136.995
13591;63741;399.41
24941;84385;738.378
19294;33333;250.206
72270;91628;169.119
52146;99755;328.672
55618;78187;228.356
09648;31711;303.352
15741;95688;281.798
38678;91456;246.079
46242;83527;531.047
25862;55483;540.656
24306;97941;508.158
73557;92726;216.273
59199;83334;557.322
01219;76870;452.455
41464;67595;199.628
45964;56862;170.883
13059;74424;469.101
67549;82438;310.684
67122;69226;19.528
06463;04838;97.6387
66809;71726;183.542
74743;83064;273.692
04932;79268;561.247
57482;68199;173.863
29587;72827;514.541
71336;75334;58.5896
20459;46539;307.348
14789;54529;475.807
12165;31559;267.736
33719;99830;150.032
08548;86754;210.34
35440;78570;278.24
15745;91593;394.129
26486;87463;683.827
35091;88527;304.955
13089;91336;363.072
67757;95326;280.115
23743;65346;501.702
29353;67304;374.518
82538;85467;50.4369
67716;84175;354.471
06526;85457;362.323
38533;77960;487.874
06255;49419;253.345
12683;82279;522.496
25923;82061;774.361
79274;91091;272.919
07580;88370;380.894
07551;53533;377.466
67307;80801;304.229
74189;99087;241.938
30823;85609;494.652
31604;38228;97.2238
66892;87480;277.25
34305;94508;389.425
38373;54456;419.852
21368;97957;402.572
10999;32361;335.475
14662;72293;559.223
26759;97215;479.819
83362;92284;190.589
58636;65388;145.537
02625;29365;323.864
20359;79400;670.688
34633;95152;175.899
29416;86736;424.982
76593;84567;326.54
74928;97082;79.6558
67065;74547;100.502
49424;60322;295.156
79802;87645;170.632
79868;91468;272.101
37581;86459;401.219
40667;91097;343.816
13407;69117;480.207
59427;79688;428.482
28779;35745;280.915
78087;96361;333.903
73061;96179;177.508
73453;79682;195.412
01829;66333;549.914
16247;59394;444.718
13088;49610;372.533
54308;77883;177.183
33100;98597;149.916
70736;98596;231.982
87755;91085;168.413
14195;83236;518.403
89429;91468;112.828
38468;39576;74.7434
16928;47805;433.497
67489;97702;185.857
78464;88299;63.1846
55268;86679;240.457
36145;72280;253.883
63743;81477;268.436
08543;79739;455.401
91790;92283;50.2109
26907;83059;661.257
83413;88487;218.346
56751;94227;452.434
10789;55299;452.917
25724;58730;282.757
15345;91281;348.936
34270;83371;434.259
91593;95478;124.583
54347;84076;388.649
58739;65606;125.08
08062;99087;107.739
32351;94209;506.444
06679;39576;161.367
22549;84567;623.849
08491;92445;146.088
78052;96482;302.78
33611;79286;448.187
19322;36282;279.643
36460;78267;346.056
33758;96260;273.146
09569;48147;404.7
01561;71067;436.356
34466;54595;229.815
04564;51065;376.835
69509;98673;179.923
84347;96272;229.188
06779;74389;376.657
35708;93346;330.573
04469;24986;408.361
13125;86561;482.646
23627;80805;627.386
47055;63329;207.562
25492;94513;593.431
24852;87650;745.509
17459;59514;486.891
09128;86916;339.822
48356;49774;73.0397
68782;88171;227.45
23883;52072;448.588
18586;94209;599.303
07330;63875;164.224
69259;84028;268.777
31137;90480;314.867
04207;04860;54.8097
55499;78343;270.8
94140;94363;62.3612
32758;79585;483.684
17034;39261;195.614
06780;55496;367.9
26871;30657;175.363
60308;85055;250.387
24623;61479;432.891
26607;85253;633.949
65554;76776;161.61
69221;86856;207.348
56422;77815;199.271
66119;86987;319.402
82491;97714;306.166
57290;77977;281.81
47799;94571;539.265
37603;93102;375.808
24405;38312;293.639
55606;82538;359.949
53533;78647;291.601
04880;19395;207.204
32602;71336;365.923
02827;73571;442.241
45527;86519;409.196
51490;79739;373.42
12051;66822;568.705
25774;66500;582.059
53579;84419;446.181
17309;48527;481.625
94357;99097;238.874
23628;26121;177.036
35764;37139;143.146
38385;87719;452.051
89195;98646;239.447
31171;93352;407.582
34277;45144;177.189
82549;83324;87.4928
69437;92355;189.829
35394;76676;159.414
38229;93489;364.544
56348;73095;208.532
51588;85447;428.709
16868;21337;141.341
72474;91238;218.062
04129;33607;273.562
38275;47798;271.367
19067;55118;468.447
10117;92700;333.857
65347;84082;339.691
88489;97249;176.433
30853;79112;515.959
93462;99869;257.152
27639;47166;283.631
15749;95706;261.918
07407;59075;272.532
01169;89568;365.553
60389;95506;230.596
39590;53902;421.157
34414;97437;191.245
49525;87773;483.435
04463;65201;331.826
25870;85469;712.434
63924;75242;105.72
02689;97833;365.394
47669;92540;477.055
65187;72072;184.052
22609;34479;240.179
09111;49584;407.155
15757;44141;432.621
31693;46119;177.017
16230;66271;626.957
72669;86825;118.619
49401;85716;528.735
31542;79271;489.085
56355;86753;251.813
24888;39106;303.091
49808;79686;544.506
38470;87435;537.884
31241;72175;451.654
49080;78098;459.078
01099;54655;523.431
37075;72172;366.407
54586;70193;253.867
49599;96365;349.899
26548;53804;313.264
41844;47447;39.9102
78048;93470;363.992
01665;29585;296.463
48149;78187;458.032
19339;58710;337.117
24803;86732;602.415
54421;88370;275.914
07937;54669;409.522
70188;82237;166.683
23820;60435;440.179
19332;83454;583.043
34519;91478;226.119
27313;36199;206.494
82275;92442;142.018
40210;91367;364.059
91090;94330;143.302
21255;99427;275.046
04880;77866;481.046
67360;72589;122.497
91242;95213;82.6623
06198;72813;389.25
72574;99428;307.303
73667;96050;141.853
71573;99897;222.822
39448;67368;372.07
56112;79674;276.363
06779;67480;401.936
02782;91593;347.185
06110;90411;228.809
28876;42399;237.807
59394;76779;308.421
24146;24872;51.2554
34346;34474;47.7338
24637;64678;500.684
45473;97828;259.81
87742;91601;140.943
37293;44534;193.909
04720;92363;251.598
14822;89294;484.613
66679;87648;334.824
49078;72534;454.027
41464;58739;90.4229
31028;85101;384.094
49774;84030;563.23
31629;67749;349.496
07366;84175;221.425
28197;45527;216.587
57074;93483;368.981
74861;86399;158.683
21765;79730;690.428
06722;63303;258.354
27729;37581;180.318
27446;86368;564.158
55756;76227;120.295
07427;91362;100.699
36391;37619;185.308
34474;64850;174.388
01909;50171;520.357
14712;53179;418.259
14612;16552;20.7384
23628;44801;345.959
67295;93486;348.003
25862;58119;382.504
41363;95506;407.785
39245;84335;418.718
54584;79424;293.293
15299;31868;344.878
59399;91242;372.399
34508;78337;402.693
12057;31087;245.835
09669;72221;415.018
01239;31089;305.431
81371;95444;203.376
52072;94127;588.57
67716;73650;138.595
65307;97357;169.027
12355;74582;433.168
92277;93497;63.2628
01990;19071;303.747
32457;95706;332.296
07973;33098;267.368
74392;74842;39.8858
17168;29476;127.159
09636;26419;472.158
31623;52393;294.575
74541;76870;124.355
67746;99834;233.895
67827;85402;319.812
67067;86609;189.382
44149;95365;320.164
35435;84508;405.447
29355;49610;154.742
13505;74749;436.008
08058;66500;404.686
36369;83416;400.964
83246;92361;187.921
30974;74936;334.662
59846;82297;407.427
50126;56424;99.026
04565;76863;370.412
39112;75428;397.901
28195;99735;217.731
48429;78086;481.888
26529;84069;624.426
28215;84097;531.9
75395;99189;302.259
58636;92263;376.683
35463;75056;162.026
22083;38642;187.823
34270;74385;258.735
24623;47259;365.34
22926;40227;359.091
49163;86859;516.495
45665;81927;496.592
47249;86405;429.958
63619;63868;40.8966
53819;77793;297.627
71554;92718;210.846
21785;86672;598.933
38465;86681;418.772
78262;97274;251.501
56856;71397;201.487
54610;78554;281.21
26123;86438;573.228
45239;88147;461.416
31595;56203;255.712
28832;57627;276.184
36326;67586;131.099
38547;71573;399.936
51570;86989;418.366
23777;23823;47.5743
25524;63599;417.765
37217;98547;92.3627
01328;45731;454.508
74744;83043;255.985
07554;84546;282.612
19249;42899;350.66
07987;87730;345.53
13051;91599;439.364
54636;96272;335.058
47929;84186;524.309
87448;91481;224.583
59597;77793;375.255
25866;65479;497.767
29594;93189;425.978
09544;74417;331.832
30451;53508;278.382
44627;91052;342.484
39359;95445;272.684
26441;71111;555.329
54317;91353;304.409
46354;68229;304.787
77704;94544;375.796
17259;34253;356.691
08312;51427;396.428
49584;65933;275.749
78256;86492;160.226
69437;74595;59.0466
01968;78183;566.164
40221;66557;203.754
16352;94368;431.716
50169;88433;372.002
18209;75391;638.476
53809;56330;57.8894
51067;98669;272.573
49624;58540;181.058
15752;22045;290.393
54427;89610;263.646
50670;75179;258.982
06388;82547;429.927
33415;54320;268.106
38678;81479;423.099
24340;35260;407.867
82549;87435;87.8282
31035;78187;472.991
65558;78187;275.685
37083;79341;399.632
35794;97956;143.001
70193;88453;102.285
94522;98590;281.885
24899;84069;652.024
08626;30890;291.365
78579;94127;334.256
29392;58095;249.764
14823;84107;386.246
30627;63860;271.464
18292;40629;454.417
86492;91365;174.553
78086;99098;382.759
24980;29578;216.407
91091;97990;71.3844
67823;94351;359.969
86653;93336;55.6905
26725;39343;298.389
64319;98527;174.8
55767;56341;69.8053
51674;83734;473.566
22113;39444;209.69
72296;97618;243.026
89177;96164;166.592
34369;72365;372.886
06638;91088;188.919
32139;52074;226.759
01814;88147;488.789
34355;93349;311.277
31137;87724;472.646
09548;54427;485.641
91096;92543;97.3094
56377;92262;290.096
19073;74831;498.899
33729;79112;456.657
29394;84160;494.716
97857;99976;157.551
32699;36448;165.621
86356;97654;227.258
44787;87663;486.479
44581;56587;117.984
35586;37539;182.112
22113;84169;583.84
56579;90571;289.097
95515;96224;28.453
21227;92720;425.967
24893;81677;728.747
18107;72227;665.03
47057;88433;419.754
25335;31618;132.225
38112;97297;285.029
06369;20354;243.414
87662;91166;146.228
36205;97241;130.342
44143;63694;173.728
73265;97877;126.158
36039;89278;243.634
24536;93191;586.741
23623;87477;705.609
27498;79415;719.46
31097;93096;374.496
33602;66917;308.841
75339;87776;158.821
06259;72479;404.591
72516;94496;293.416
83115;95511;241.845
67732;91369;249.939
49832;85643;583.987
80807;83707;54.5297
13435;92266;375.317
22609;50735;347.076
25557;87733;689.711
60599;98530;142.609
12049;27283;287.038
23715;83661;726.8
38162;70178;403.506
40229;86978;473.541
50937;92272;394.457
55130;74912;97.8623
37293;74391;235.763
09387;10829;195.526
59423;70563;327.535
16792;24634;258.661
49638;85104;501.037
85411;95367;182.963
26219;76534;479.508
74235;88074;166.111
58453;72358;368.82
20253;55576;436.206
10247;29472;170.102
02785;94535;264.462
64743;82008;256.712
49733;63683;301.282
76571;96369;265.945
02633;96181;299.813
45468;66509;246.642
34466;73642;274.207
25872;31638;203.942
21365;88456;588.947
32457;39120;184.25
69251;86825;203.875
24863;94354;643.856
14059;86574;473.276
27386;98527;287.161
68309;92665;259.67
32108;95514;328.504
35641;37534;187.185
57589;83544;438.503
13353;92660;323.482
86356;89435;36.6282
63867;82054;293.301
70597;79595;166.043
56335;91798;279.02
92555;95131;97.8815
06772;74239;352.912
31547;91186;378.481
16816;57482;402.052
22113;87459;663.298
14627;24226;274.126
17219;84174;564.506
19069;79682;708.084
09114;82229;338.451
38226;84508;478.031
04895;85391;369.477
66359;76597;128.401
56759;91227;312.015
31868;86947;439.851
10249;91788;434.828
01478;85232;366.718
08324;95490;113.371
14547;87749;511.688
26571;26892;81.7511
78665;83371;285.993
03058;25791;449.871
26904;92711;475.464
37215;84434;358.489
18435;83209;723.264
95197;97295;150.889
38165;93492;353.139
24816;77761;663.604
79539;97799;329.73
39359;76448;436.745
08527;87561;370.754
03149;09544;139.745
32832;79725;482.956
92540;95111;93.2251
22043;79299;647.126
02994;28213;404.685
66877;87776;260.037
78564;82140;188.115
06198;31157;153.718
70199;84524;270.603
25889;99713;362.816
15569;32108;341.155
13589;57334;378.971
34596;87477;386.437
31553;31832;32.3166
13086;59755;394.138
38315;49179;165.064
96184;97318;58.4906
71272;96355;252.463
66999;79774;176.017
24251;54313;555.484
82493;83676;19.4239
57413;94505;432.807
82395;91090;213.552
14669;88484;526.021
86736;90610;66.9329
80992;88527;147.027
06749;29559;187.349
82041;86577;52.7878
08118;73102;304.322
35796;87782;319.171
75392;85283;206.525
38382;95131;203.901
09435;12587;199.305
27804;85235;573.129
24768;64291;491.674
31600;67599;319.416
74679;85757;182.171
63925;94544;314.008
24251;56637;484.622
24640;52391;419.936
33615;69517;278.837
25491;65510;387.565
50129;73272;337.532
02957;67585;498.081
40477;75059;277.799
09236;90491;206.114
16567;45259;454.074
17337;74248;575.611
72417;86179;138.866
38554;97244;325.17
63654;78628;238.341
31196;56462;207.553
91054;96163;38.4515
85095;91239;64.4678
46244;97280;279.602
86666;89605;101.605
67480;96342;257.783
06467;67817;343.364
30519;97845;267.39
45329;73568;355.711
10789;22393;250.402
44625;67365;263.075
06618;92224;186.705
79238;93333;310.958
17217;36460;359.45
34497;74629;240.296
09236;90547;218.613
83539;97499;246.247
01819;97816;332.116
76476;89361;169.942
25858;85540;750.432
52445;54308;140.127
22941;82290;622.765
23568;66787;585.547
25872;54429;566.113
69256;86747;132.627
36167;63820;101.7
78337;86744;192.033
50677;91781;358.367
93470;95138;170.118
29386;67693;412.12
75394;96450;239.282
09238;64289;321.49
29646;86720;475.539
82396;83253;86.1242
40597;72184;328.952
78262;89344;154.169
31621;80336;532.561
07570;92700;123.729
47802;49497;134.056
64760;96479;5.56647e+009
25879;99994;358.501
04824;23628;301.854
02744;24793;489.404
21077;39128;180.624
09636;72175;440.021
24220;82496;746.724
66504;69207;84.2023
28357;49835;132.815
53520;91413;279.466
94160;97900;302.987
31249;88149;523.089
64380;89297;207.17
63637;86678;200.434
01829;06682;140.253
08427;20249;360.639
59229;92259;360.074
29223;94501;497.871
08262;18469;427.906
14712;73773;477.3
31712;84546;500.264
65183;92284;265.793
55452;56814;54.1346
75203;99842;247.174
40549;61462;169.092
07989;96484;103.704
71573;73730;20.685
45731;47119;49.4022
63303;70184;142.816
49757;95158;422.021
88477;97246;170.797
77866;91737;206.602
28327;38444;146.656
24976;56414;484.824
30419;57580;225.488
24105;47139;392.615
75328;88147;152.162
21255;86926;586.677
09638;96190;198.027
49586;97737;296.442
28870;82340;595.04
38539;38551;11.7335
01816;39130;221.846
12157;89197;496.181
03058;74379;478.55
65614;76857;139.981
31688;91732;360.632
13088;91086;380.237
55294;60322;34.2898
12307;25858;381.959
72178;79862;90.5967
34132;67065;214.7
51371;86637;387.054
34519;96151;201.202
01824;74749;364.315
06249;89176;330.278
32429;35075;167.326
09487;56746;414.399
44789;97291;256.952
61203;97999;115.621
10367;58511;426.395
21409;55606;426.221
29331;74245;397.533
66887;93192;355.274
